fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,total SO2,density,pH,sulphates,alcohol,quality
5.1,0.35,0.26,6.8,0.034,120.0,0.99188,3.38,0.4,12.0,6
8.2,0.2,0.49,3.5,0.057,108.0,0.9928,3.19,0.35,12.0,6
5.8,0.27,0.26,3.5,0.071,69.0,0.98994,3.1,0.38,12.0,6
7.9,0.22,0.24,4.6,0.044,159.0,0.9927,2.99,0.28,12.0,6
7.2,0.35,0.34,12.4,0.051,37.0,0.9944,3.13,0.39,12.0,6
7.0,0.2,0.34,5.7,0.035,83.0,0.9928,3.19,0.46,12.0,6
7.4,0.26,0.43,6.0,0.022,125.0,0.9928,3.13,0.55,12.0,6
7.4,0.26,0.43,6.0,0.022,125.0,0.9928,3.13,0.55,12.0,6
7.7,0.26,0.34,6.4,0.05,163.0,0.9937,3.19,0.7,12.0,6
8.4,0.27,0.3,2.2,0.037,129.0,0.99085,2.89,0.3,11.0,6
6.1,0.32,0.28,6.6,0.021,132.0,0.99188,3.15,0.36,11.0,7
7.1,0.21,0.37,2.4,0.026,100.0,0.9903,3.15,0.38,11.0,7
7.1,0.38,0.4,2.2,0.042,201.0,0.99177,3.03,0.5,11.0,5
6.3,0.12,0.36,2.1,0.044,146.0,0.9914,3.27,0.74,11.0,7
7.1,0.25,0.31,2.3,0.05,156.0,0.9914,3.14,0.51,11.0,6
6.6,0.425,0.25,2.35,0.034,87.0,0.99082,3.05,0.41,11.0,6
7.0,0.35,0.3,6.5,0.028,87.0,0.9936,3.4,0.42,11.0,7
6.8,0.16,0.4,2.3,0.037,102.0,0.9923,3.49,0.42,11.0,7
7.0,0.35,0.3,6.5,0.028,87.0,0.9936,3.4,0.42,11.0,7
6.9,0.26,0.31,7.0,0.039,175.0,0.99376,3.32,0.49,11.0,6
6.9,0.2,0.4,7.7,0.032,176.0,0.9939,3.22,0.27,11.0,5
7.2,0.32,0.3,8.25,0.02,104.0,0.99362,2.99,0.44,11.0,6
6.7,0.16,0.28,2.5,0.046,153.0,0.9921,3.38,0.51,11.0,7
6.8,0.28,0.36,8.0,0.045,123.0,0.9928,3.02,0.37,11.0,6
7.0,0.27,0.32,6.8,0.047,193.0,0.9938,3.23,0.39,11.0,6
7.1,0.19,0.28,3.6,0.033,78.0,0.993,2.91,0.78,11.0,6
5.9,0.26,0.29,5.4,0.046,116.0,0.99224,3.24,0.41,11.0,6
6.1,0.22,0.38,2.8,0.144,65.0,0.9908,2.95,0.64,11.0,6
7.0,0.3,0.28,2.2,0.042,177.0,0.99166,3.2,0.57,11.0,5
8.5,0.21,0.26,9.25,0.034,142.0,0.9945,3.05,0.37,11.0,6
6.7,0.28,0.31,7.4,0.041,81.0,0.99254,3.04,0.47,11.0,8
8.0,0.45,0.28,10.8,0.051,157.0,0.9957,3.06,0.47,11.0,7
7.5,0.38,0.33,9.2,0.043,116.0,0.99444,3.08,0.42,11.0,6
6.5,0.21,0.37,2.5,0.048,138.0,0.9917,3.33,0.75,11.0,7
7.4,0.26,0.29,3.7,0.048,73.0,0.9915,3.06,0.45,11.0,6
7.2,0.19,0.31,6.3,0.034,103.0,0.99305,3.15,0.52,11.0,7
8.0,0.45,0.28,10.8,0.051,157.0,0.9957,3.06,0.47,11.0,7
7.5,0.22,0.33,6.7,0.036,138.0,0.9939,3.2,0.68,11.0,6
7.2,0.32,0.3,8.25,0.02,104.0,0.99362,2.99,0.44,11.0,6
6.9,0.24,0.23,7.1,0.041,97.0,0.99246,3.1,0.85,11.0,6
7.0,0.3,0.28,2.2,0.042,177.0,0.99166,3.2,0.57,11.0,5
6.9,0.23,0.4,7.5,0.04,151.0,0.9927,3.11,0.27,11.0,6
7.6,0.27,0.52,3.2,0.043,152.0,0.99129,3.02,0.53,11.0,6
8.8,0.27,0.25,5.0,0.024,99.0,0.9925,2.87,0.49,11.0,5
7.2,0.19,0.31,6.3,0.034,103.0,0.99305,3.15,0.52,11.0,7
7.6,0.27,0.52,3.2,0.043,152.0,0.99129,3.02,0.53,11.0,6
8.5,0.21,0.26,9.25,0.034,142.0,0.9945,3.05,0.37,11.0,6
7.3,0.3,0.42,7.35,0.025,175.0,0.9928,3.04,0.32,11.0,6
7.4,0.22,0.26,8.8,0.027,112.0,0.9931,2.98,0.41,11.0,6
6.4,0.38,0.26,8.2,0.043,98.0,0.99234,2.99,0.31,11.0,6
7.1,0.23,0.23,3.5,0.038,112.0,0.99157,3.05,0.37,11.0,6
6.5,0.29,0.3,9.15,0.051,166.0,0.99339,3.24,0.56,11.0,6
6.5,0.13,0.27,2.6,0.035,76.0,0.9914,3.21,0.76,11.0,6
6.5,0.29,0.3,9.15,0.051,166.0,0.99339,3.24,0.56,11.0,6
6.5,0.13,0.27,2.6,0.035,76.0,0.9914,3.21,0.76,11.0,6
7.7,0.44,0.24,11.2,0.031,167.0,0.9948,3.12,0.43,11.0,7
7.8,0.4,0.49,7.8,0.06,162.0,0.9966,3.26,0.58,11.0,6
6.0,0.31,0.24,3.3,0.041,143.0,0.9914,3.31,0.44,11.0,6
6.7,0.13,0.45,4.2,0.043,131.0,0.99162,3.06,0.54,11.0,6
7.8,0.26,0.49,3.2,0.027,87.0,0.9919,3.03,0.32,11.0,7
6.5,0.23,0.45,2.1,0.027,104.0,0.99054,3.02,0.52,11.0,6
7.4,0.35,0.24,6.0,0.042,123.0,0.99304,3.14,0.44,11.0,5
7.7,0.44,0.24,11.2,0.031,167.0,0.9948,3.12,0.43,11.0,7
7.8,0.43,0.49,13.0,0.033,158.0,0.9955,3.14,0.35,11.0,6
6.3,0.4,0.24,5.1,0.036,131.0,0.99186,3.24,0.44,11.0,6
7.3,0.24,0.3,2.5,0.042,104.0,0.9911,3.05,0.56,11.0,7
6.6,0.23,0.24,3.9,0.045,138.0,0.9922,3.15,0.64,11.0,7
6.3,0.4,0.24,5.1,0.036,131.0,0.99186,3.24,0.44,11.0,6
6.0,0.24,0.33,2.5,0.026,85.0,0.99014,3.13,0.5,11.0,7
6.2,0.22,0.49,6.0,0.029,128.0,0.9928,3.41,0.36,11.0,8
6.1,0.44,0.28,4.25,0.032,132.0,0.9916,3.26,0.47,11.0,7
7.8,0.43,0.49,13.0,0.033,158.0,0.9955,3.14,0.35,11.0,6
7.8,0.43,0.49,13.0,0.033,158.0,0.9955,3.14,0.35,11.0,6
5.6,0.34,0.25,2.5,0.046,182.0,0.99093,3.21,0.4,11.0,5
7.5,0.22,0.32,2.4,0.045,100.0,0.99135,3.08,0.6,11.0,7
7.7,0.44,0.24,11.2,0.031,167.0,0.9948,3.12,0.43,11.0,7
7.8,0.43,0.49,13.0,0.033,158.0,0.9955,3.14,0.35,11.0,6
6.3,0.17,0.32,4.2,0.04,117.0,0.99182,3.24,0.43,11.0,6
6.0,0.24,0.28,3.95,0.038,134.0,0.99146,3.3,0.54,11.0,7
6.7,0.3,0.29,2.8,0.025,107.0,0.99159,3.31,0.63,11.0,7
6.7,0.3,0.29,2.8,0.025,107.0,0.99159,3.31,0.63,11.0,7
5.8,0.19,0.33,4.2,0.038,133.0,0.99107,3.16,0.42,11.0,7
6.6,0.26,0.21,2.9,0.026,126.0,0.99089,3.22,0.38,11.0,7
6.7,0.3,0.29,2.8,0.025,107.0,0.99159,3.31,0.63,11.0,7
6.3,0.17,0.32,4.2,0.04,117.0,0.99182,3.24,0.43,11.0,6
6.7,0.24,0.3,3.85,0.042,179.0,0.99189,3.04,0.59,11.0,8
6.9,0.25,0.27,9.05,0.039,128.0,0.9936,3.27,0.34,11.0,8
7.1,0.23,0.3,2.6,0.034,148.0,0.99121,3.03,0.56,11.0,7
5.9,0.26,0.24,2.4,0.046,132.0,0.99234,3.63,0.73,11.0,5
6.3,0.17,0.32,4.2,0.04,117.0,0.99182,3.24,0.43,11.0,6
7.2,0.22,0.28,7.2,0.06,132.0,0.9935,3.08,0.59,11.0,6
7.3,0.23,0.27,2.6,0.035,120.0,0.99138,3.04,0.59,11.0,7
5.9,0.18,0.28,5.1,0.039,139.0,0.99165,3.16,0.44,11.0,6
5.7,0.23,0.28,9.65,0.025,121.0,0.9925,3.28,0.38,11.0,6
7.2,0.21,0.29,3.1,0.044,122.0,0.99143,3.0,0.6,11.0,6
6.6,0.27,0.25,3.1,0.052,188.0,0.9915,3.24,0.4,11.0,5
7.2,0.44,0.28,3.4,0.048,112.0,0.99188,3.21,0.37,11.0,7
6.6,0.26,0.21,2.9,0.026,126.0,0.99089,3.22,0.38,11.0,7
5.8,0.36,0.26,3.3,0.038,153.0,0.9911,3.34,0.55,11.0,6
5.8,0.36,0.26,3.3,0.038,153.0,0.9911,3.34,0.55,11.0,6
7.8,0.26,0.49,3.2,0.027,87.0,0.9919,3.03,0.32,11.0,7
7.3,0.25,0.27,3.8,0.047,79.0,0.99173,3.07,0.46,11.0,6
5.0,0.255,0.22,2.7,0.043,153.0,0.99238,3.75,0.76,11.0,6
5.9,0.23,0.24,3.8,0.038,152.0,0.99139,3.31,0.5,11.0,7
6.6,0.17,0.35,2.6,0.03,78.0,0.99146,3.22,0.72,11.0,6
6.7,0.24,0.3,3.85,0.042,179.0,0.99189,3.04,0.59,11.0,8
6.0,0.22,0.33,12.2,0.033,97.0,0.99356,3.17,0.42,11.0,7
6.6,0.17,0.35,2.6,0.03,78.0,0.99146,3.22,0.72,11.0,6
5.9,0.18,0.29,4.6,0.032,137.0,0.99159,3.21,0.38,11.0,6
7.2,0.22,0.28,7.2,0.06,132.0,0.9935,3.08,0.59,11.0,6
7.5,0.25,0.47,4.1,0.041,163.0,0.99184,2.92,0.59,11.0,6
5.0,0.35,0.25,7.8,0.031,116.0,0.99241,3.39,0.4,11.0,6
5.0,0.35,0.25,7.8,0.031,116.0,0.99241,3.39,0.4,11.0,6
4.8,0.17,0.28,2.9,0.03,111.0,0.9902,3.38,0.34,11.0,7
6.0,0.36,0.39,3.2,0.027,125.0,0.991,3.38,0.39,11.0,7
6.1,0.44,0.28,4.25,0.032,132.0,0.9916,3.26,0.47,11.0,7
6.9,0.15,0.29,2.3,0.033,82.0,0.99132,3.1,0.58,11.0,7
8.0,0.25,0.27,9.7,0.036,85.0,0.99406,2.99,0.36,11.0,6
6.4,0.38,0.19,4.5,0.038,119.0,0.99151,3.07,0.42,11.0,6
8.7,0.3,0.34,4.8,0.018,127.0,0.99474,3.12,0.49,11.0,7
7.2,0.19,0.46,3.8,0.041,187.0,0.9932,3.19,0.6,11.0,7
6.2,0.39,0.24,4.8,0.037,138.0,0.99174,3.23,0.43,11.0,7
8.0,0.25,0.27,9.7,0.036,85.0,0.99406,2.99,0.36,11.0,6
7.0,0.16,0.3,2.6,0.043,90.0,0.99047,2.88,0.47,11.0,6
6.2,0.39,0.24,4.8,0.037,138.0,0.99174,3.23,0.43,11.0,7
6.2,0.39,0.24,4.8,0.037,138.0,0.99174,3.23,0.43,11.0,7
6.4,0.27,0.29,10.8,0.028,118.0,0.99356,3.18,0.37,11.0,6
7.0,0.16,0.3,2.6,0.043,90.0,0.99047,2.88,0.47,11.0,6
5.8,0.385,0.25,3.7,0.031,122.0,0.99128,3.2,0.63,11.0,6
8.1,0.26,0.27,4.3,0.03,123.0,0.99212,3.16,0.33,11.0,6
7.3,0.22,0.49,9.9,0.031,161.0,0.9937,3.01,0.28,11.0,6
7.2,0.18,0.45,4.4,0.046,166.0,0.9943,3.13,0.62,11.0,6
5.6,0.32,0.32,8.3,0.043,105.0,0.99266,3.24,0.47,11.0,6
6.9,0.33,0.26,5.0,0.027,143.0,0.9924,3.25,0.43,11.0,7
7.0,0.16,0.36,2.6,0.029,98.0,0.99126,3.11,0.37,11.0,7
7.4,0.25,0.37,2.6,0.05,132.0,0.99138,3.04,0.53,11.0,6
6.9,0.29,0.32,5.8,0.04,112.0,0.993,3.04,0.58,11.0,5
7.7,0.26,0.51,2.6,0.045,159.0,0.99126,3.0,0.5,11.0,6
5.5,0.31,0.29,3.0,0.027,102.0,0.99067,3.23,0.56,11.0,6
6.6,0.28,0.3,12.9,0.033,177.0,0.99479,3.12,0.39,11.0,6
6.9,0.15,0.29,2.3,0.033,82.0,0.99132,3.1,0.58,11.0,7
6.5,0.37,0.33,3.5,0.036,92.0,0.99136,3.18,0.38,11.0,6
6.9,0.33,0.26,5.0,0.027,143.0,0.9924,3.25,0.43,11.0,7
7.1,0.28,0.26,2.8,0.039,118.0,0.9908,3.06,0.59,11.0,6
6.5,0.27,0.26,11.0,0.03,82.0,0.99402,3.07,0.36,11.0,5
8.3,0.28,0.45,7.8,0.059,139.0,0.9972,3.33,0.77,11.0,6
8.3,0.49,0.23,6.65,0.034,158.0,0.99344,3.05,0.48,11.0,5
6.8,0.4,0.29,2.8,0.044,97.0,0.9904,3.12,0.42,11.0,6
7.8,0.29,0.36,7.0,0.042,161.0,0.9941,3.26,0.37,11.0,8
8.1,0.3,0.49,8.1,0.037,174.0,0.9943,3.1,0.3,11.0,7
6.2,0.36,0.22,5.25,0.038,145.0,0.99184,3.22,0.4,11.0,6
6.2,0.36,0.22,5.25,0.038,145.0,0.99184,3.22,0.4,11.0,6
5.7,0.15,0.28,3.7,0.045,151.0,0.9913,3.22,0.27,11.0,6
6.9,0.22,0.32,5.8,0.041,119.0,0.99296,3.17,0.55,11.0,6
7.9,0.42,0.49,8.2,0.056,164.0,0.9965,3.29,0.6,11.0,7
6.9,0.22,0.32,5.8,0.041,119.0,0.99296,3.17,0.55,11.0,6
7.1,0.26,0.32,16.2,0.044,170.0,0.99644,3.17,0.37,11.0,5
5.8,0.24,0.26,10.05,0.039,162.0,0.99375,3.33,0.5,11.0,6
5.7,0.15,0.28,3.7,0.045,151.0,0.9913,3.22,0.27,11.0,6
7.8,0.29,0.36,7.0,0.042,161.0,0.9941,3.26,0.37,11.0,8
6.4,0.22,0.32,4.9,0.046,156.0,0.99316,3.38,0.55,11.0,6
6.5,0.16,0.33,4.8,0.043,114.0,0.992,3.18,0.44,11.0,6
5.2,0.24,0.45,3.8,0.027,128.0,0.992,3.55,0.49,11.0,8
6.0,0.2,0.32,3.0,0.031,118.0,0.99134,3.38,0.68,11.0,7
5.7,0.28,0.28,2.2,0.019,65.0,0.9902,3.06,0.52,11.0,6
8.8,0.19,0.3,5.0,0.028,120.0,0.99242,2.94,0.47,11.0,5
5.6,0.19,0.47,4.5,0.03,112.0,0.9922,3.56,0.45,11.0,6
5.8,0.29,0.38,10.7,0.038,136.0,0.99366,3.11,0.59,11.0,6
5.6,0.23,0.29,3.1,0.023,89.0,0.99068,3.25,0.51,11.0,6
5.2,0.24,0.45,3.8,0.027,128.0,0.992,3.55,0.49,11.0,8
7.5,0.23,0.49,7.7,0.049,209.0,0.9941,3.14,0.3,11.0,7
7.6,0.21,0.49,2.5,0.047,130.0,0.99178,3.15,0.48,11.0,5
7.5,0.26,0.38,5.7,0.021,125.0,0.99338,3.13,0.62,11.0,6
8.8,0.28,0.45,6.0,0.022,49.0,0.9934,3.01,0.33,11.0,7
6.1,0.17,0.28,2.5,0.028,98.0,0.99072,3.16,0.37,11.0,7
7.4,0.24,0.4,4.3,0.032,95.0,0.992,3.09,0.39,11.0,6
6.9,0.35,0.39,2.4,0.048,157.0,0.99133,3.2,0.54,11.0,7
6.9,0.28,0.37,9.1,0.037,76.0,0.9948,3.05,0.54,11.0,5
6.9,0.28,0.37,9.1,0.037,76.0,0.9948,3.05,0.54,11.0,5
6.4,0.3,0.33,5.2,0.05,137.0,0.99304,3.26,0.58,11.0,5
6.4,0.31,0.27,7.4,0.049,169.0,0.99323,3.27,0.45,11.0,6
7.1,0.2,0.35,3.2,0.034,107.0,0.99195,3.11,0.54,11.0,6
6.9,0.32,0.26,2.3,0.03,103.0,0.99106,3.06,0.42,11.0,6
6.9,0.32,0.26,2.3,0.03,103.0,0.99106,3.06,0.42,11.0,6
6.4,0.33,0.3,7.2,0.041,168.0,0.99331,3.22,0.49,11.0,6
7.3,0.13,0.27,4.6,0.08,172.0,0.9938,3.23,0.39,11.0,7
6.4,0.27,0.29,3.9,0.034,140.0,0.99237,3.1,0.59,11.0,6
6.6,0.25,0.32,5.6,0.039,68.0,0.99163,2.96,0.52,11.0,6
7.3,0.31,0.25,6.65,0.032,138.0,0.99244,2.9,0.37,11.0,5
5.6,0.32,0.33,7.4,0.037,95.0,0.99268,3.25,0.49,11.0,6
7.2,0.26,0.44,7.1,0.027,126.0,0.993,3.02,0.34,11.0,8
6.5,0.26,0.32,6.65,0.059,104.0,0.99254,3.18,0.42,11.0,5
6.9,0.31,0.34,7.4,0.059,174.0,0.9963,3.46,0.62,11.0,7
6.4,0.25,0.37,4.5,0.039,147.0,0.9921,3.18,0.4,11.0,7
7.0,0.36,0.35,2.5,0.048,161.0,0.99146,3.05,0.56,11.0,6
7.0,0.36,0.35,2.5,0.048,161.0,0.99146,3.05,0.56,11.0,6
7.4,0.4,0.29,5.4,0.044,122.0,0.994,3.3,0.5,11.0,8
5.6,0.32,0.33,7.4,0.037,95.0,0.99268,3.25,0.49,11.0,6
6.6,0.21,0.38,2.2,0.026,104.0,0.9914,3.25,0.4,11.0,8
5.6,0.34,0.3,6.9,0.038,89.0,0.99266,3.25,0.49,11.0,6
7.5,0.3,0.21,6.55,0.026,143.0,0.99244,2.92,0.35,11.0,5
6.4,0.28,0.28,3.0,0.04,98.0,0.99216,3.25,0.47,11.0,6
6.4,0.16,0.28,2.2,0.042,93.0,0.9914,3.31,0.43,11.0,6
6.8,0.19,0.32,7.05,0.019,188.0,0.9935,3.25,0.37,11.0,8
7.5,0.19,0.34,2.6,0.037,125.0,0.9923,3.1,0.49,11.0,7
6.9,0.28,0.37,9.1,0.037,76.0,0.9948,3.05,0.54,11.0,5
5.7,0.31,0.29,7.3,0.05,143.0,0.99332,3.31,0.5,11.0,6
6.3,0.19,0.32,2.8,0.046,80.0,0.99043,2.92,0.47,11.0,6
8.3,0.14,0.36,8.8,0.026,60.0,0.9956,3.13,0.35,11.0,5
7.4,0.29,0.25,3.8,0.044,114.0,0.992,3.11,0.4,11.0,6
6.7,0.26,0.29,5.8,0.025,74.0,0.9929,3.28,0.53,11.0,6
7.4,0.18,0.34,2.7,0.03,107.0,0.992,2.97,0.53,11.0,6
7.7,0.42,0.38,8.1,0.061,144.0,0.9966,3.4,0.58,11.0,6
6.0,0.33,0.38,9.7,0.04,124.0,0.9954,3.47,0.48,11.0,6
7.4,0.19,0.49,6.7,0.037,110.0,0.9938,3.2,0.38,11.0,7
7.6,0.31,0.27,5.8,0.036,109.0,0.99399,3.34,0.54,11.0,6
6.4,0.21,0.28,5.9,0.047,101.0,0.99278,3.15,0.4,11.0,6
6.9,0.23,0.41,8.0,0.03,114.0,0.99368,3.22,0.54,11.0,6
7.7,0.11,0.34,14.05,0.04,114.0,0.99634,3.07,0.59,11.0,7
5.1,0.29,0.28,8.3,0.026,107.0,0.99308,3.36,0.37,11.0,6
5.1,0.29,0.28,8.3,0.026,107.0,0.99308,3.36,0.37,11.0,6
7.2,0.21,0.33,3.0,0.036,132.0,0.9928,3.25,0.4,11.0,6
6.4,0.21,0.28,5.9,0.047,101.0,0.99278,3.15,0.4,11.0,6
7.2,0.24,0.29,2.2,0.037,102.0,0.992,3.27,0.64,11.0,7
7.2,0.24,0.29,2.2,0.037,102.0,0.992,3.27,0.64,11.0,7
7.0,0.45,0.34,19.8,0.04,67.0,0.9976,3.07,0.38,11.0,6
6.7,0.34,0.3,8.5,0.059,152.0,0.99615,3.46,0.64,11.0,7
7.0,0.45,0.34,19.8,0.04,67.0,0.9976,3.07,0.38,11.0,6
6.0,0.27,0.31,5.0,0.043,170.0,0.9924,3.28,0.52,11.0,6
6.2,0.24,0.29,13.3,0.039,130.0,0.9952,3.33,0.46,11.0,8
7.6,0.31,0.27,8.8,0.021,156.0,0.99442,3.08,0.38,11.0,7
5.9,0.3,0.23,4.2,0.038,119.0,0.9924,3.15,0.5,11.0,5
6.0,0.29,0.41,10.8,0.048,149.0,0.9937,3.09,0.59,11.0,7
6.3,0.35,0.3,5.7,0.035,97.0,0.9927,3.27,0.41,11.0,7
6.3,0.35,0.3,5.7,0.035,97.0,0.9927,3.27,0.41,11.0,7
6.5,0.36,0.31,13.55,0.053,113.0,0.99544,3.2,0.56,11.0,6
6.4,0.2,0.22,7.4,0.032,172.0,0.99404,3.24,0.58,11.0,6
6.6,0.21,0.34,5.6,0.046,140.0,0.99299,3.22,0.38,11.0,5
6.3,0.26,0.25,5.2,0.046,133.0,0.99202,2.97,0.68,11.0,6
7.3,0.26,0.36,5.2,0.04,141.0,0.9931,3.16,0.59,11.0,6
7.7,0.39,0.3,5.2,0.037,131.0,0.9943,3.38,0.44,11.0,6
6.8,0.18,0.35,5.4,0.054,143.0,0.99287,3.1,0.54,11.0,7
6.0,0.17,0.3,7.3,0.039,104.0,0.99252,2.91,0.57,11.0,6
6.8,0.18,0.35,5.4,0.054,143.0,0.99287,3.1,0.54,11.0,7
5.6,0.15,0.26,5.55,0.051,139.0,0.99336,3.47,0.5,11.0,6
5.0,0.33,0.18,4.6,0.032,124.0,0.99114,3.18,0.4,11.0,6
6.1,0.28,0.3,7.75,0.031,139.0,0.99296,3.22,0.46,11.0,6
6.8,0.19,0.33,4.9,0.047,130.0,0.99283,3.12,0.56,11.0,6
5.3,0.275,0.24,7.4,0.038,114.0,0.99313,3.38,0.51,11.0,6
6.1,0.27,0.32,6.2,0.048,161.0,0.99281,3.22,0.6,11.0,6
7.6,0.27,0.3,9.2,0.018,96.0,0.9938,3.08,0.29,11.0,6
6.2,0.27,0.32,6.3,0.048,159.0,0.99282,3.21,0.6,11.0,6
7.5,0.27,0.36,7.0,0.036,164.0,0.9939,3.03,0.33,11.0,5
6.6,0.21,0.5,8.7,0.036,191.0,0.99294,2.96,0.56,11.0,6
6.8,0.19,0.33,4.9,0.047,130.0,0.99283,3.12,0.56,11.0,6
6.2,0.27,0.32,6.3,0.048,159.0,0.99282,3.21,0.6,11.0,6
6.9,0.23,0.35,6.9,0.03,116.0,0.99244,2.8,0.54,11.0,6
7.5,0.23,0.36,7.0,0.036,161.0,0.9938,3.04,0.32,11.0,5
6.5,0.36,0.31,13.55,0.053,113.0,0.99544,3.2,0.56,11.0,6
6.7,0.28,0.34,8.9,0.048,111.0,0.99455,3.25,0.54,11.0,7
6.6,0.2,0.38,7.9,0.052,145.0,0.9947,3.32,0.56,11.0,7
6.7,0.28,0.34,8.9,0.048,111.0,0.99455,3.25,0.54,11.0,7
6.3,0.28,0.29,6.8,0.051,143.0,0.99374,3.43,0.59,11.0,6
6.7,0.28,0.34,8.9,0.048,111.0,0.99455,3.25,0.54,11.0,7
7.8,0.19,0.32,7.4,0.015,124.0,0.99278,2.99,0.39,11.0,6
7.8,0.19,0.32,7.4,0.015,124.0,0.99278,2.99,0.39,11.0,6
7.8,0.2,0.32,5.0,0.016,101.0,0.99186,2.99,0.39,11.0,6
7.5,0.27,0.36,7.0,0.036,164.0,0.9939,3.03,0.33,11.0,5
7.8,0.27,0.33,2.4,0.053,175.0,0.992,3.2,0.55,11.0,6
6.4,0.23,0.35,4.6,0.039,147.0,0.99216,3.18,0.4,11.0,7
7.0,0.17,0.36,6.4,0.055,123.0,0.99318,3.11,0.5,11.0,8
6.0,0.2,0.26,6.8,0.049,93.0,0.9928,3.15,0.42,11.0,6
6.4,0.22,0.38,9.1,0.044,127.0,0.99326,2.97,0.3,11.0,7
6.7,0.21,0.37,2.5,0.034,89.0,0.9913,3.25,0.5,11.0,7
7.9,0.28,0.49,7.7,0.045,195.0,0.9954,3.04,0.55,11.0,6
6.5,0.21,0.4,7.3,0.041,115.0,0.99268,3.21,0.43,11.0,6
7.2,0.17,0.37,6.9,0.059,128.0,0.99322,3.08,0.46,11.0,7
7.6,0.3,0.38,2.1,0.043,98.0,0.99296,3.17,0.65,11.0,5
7.4,0.19,0.49,9.3,0.03,132.0,0.994,2.99,0.32,11.0,7
7.3,0.22,0.49,9.4,0.034,134.0,0.9939,2.99,0.32,11.0,7
8.1,0.2,0.49,8.1,0.051,205.0,0.9954,3.1,0.52,11.0,6
7.4,0.19,0.49,9.3,0.03,132.0,0.994,2.99,0.32,11.0,7
7.0,0.2,0.35,8.8,0.037,103.0,0.99388,3.13,0.49,11.0,6
6.0,0.43,0.34,7.6,0.045,118.0,0.99222,3.03,0.37,11.0,6
6.2,0.32,0.24,4.1,0.051,149.0,0.99306,3.36,0.52,11.0,5
6.4,0.22,0.38,9.1,0.044,127.0,0.99326,2.97,0.3,11.0,7
6.0,0.2,0.26,6.8,0.049,93.0,0.9928,3.15,0.42,11.0,6
6.4,0.22,0.38,9.1,0.044,127.0,0.99326,2.97,0.3,11.0,7
6.0,0.32,0.32,4.8,0.041,186.0,0.99235,3.22,0.54,11.0,6
6.4,0.31,0.38,2.9,0.038,102.0,0.9912,3.17,0.35,11.0,7
5.1,0.33,0.27,6.7,0.022,129.0,0.99221,3.36,0.39,11.0,7
6.9,0.3,0.49,7.6,0.057,156.0,0.9962,3.43,0.63,11.0,7
6.4,0.23,0.35,4.6,0.039,147.0,0.99216,3.18,0.4,11.0,7
6.0,0.2,0.26,6.8,0.049,93.0,0.9928,3.15,0.42,11.0,6
6.0,0.2,0.26,6.8,0.049,93.0,0.9928,3.15,0.42,11.0,6
6.4,0.42,0.19,9.3,0.043,145.0,0.99433,3.23,0.53,11.0,5
6.0,0.29,0.41,10.8,0.048,149.0,0.9937,3.09,0.59,11.0,7
6.0,0.29,0.41,10.8,0.048,149.0,0.9937,3.09,0.59,11.0,7
6.0,0.29,0.41,10.8,0.048,149.0,0.9937,3.09,0.59,11.0,7
6.4,0.29,0.21,9.65,0.041,119.0,0.99334,2.99,0.34,11.0,6
6.4,0.29,0.21,9.65,0.041,119.0,0.99334,2.99,0.34,11.0,6
6.8,0.18,0.28,9.8,0.039,113.0,0.99406,3.11,0.45,11.0,7
7.0,0.21,0.42,5.3,0.037,123.0,0.99321,3.14,0.52,11.0,6
7.1,0.39,0.3,9.9,0.037,124.0,0.99414,3.07,0.42,11.0,6
7.8,0.4,0.26,9.5,0.059,178.0,0.9955,3.04,0.43,11.0,6
6.8,0.18,0.28,9.8,0.039,113.0,0.99406,3.11,0.45,11.0,7
6.8,0.18,0.28,9.8,0.039,113.0,0.99406,3.11,0.45,11.0,7
7.8,0.39,0.26,9.9,0.059,181.0,0.9955,3.04,0.42,11.0,6
6.7,0.18,0.28,10.2,0.039,115.0,0.99469,3.11,0.45,11.0,7
8.0,0.22,0.31,5.6,0.049,97.0,0.993,3.1,0.42,11.0,5
6.4,0.23,0.27,2.1,0.042,100.0,0.99094,3.03,0.63,11.0,6
6.5,0.22,0.29,7.4,0.028,87.0,0.99311,3.15,0.56,11.0,7
6.6,0.21,0.39,2.3,0.041,102.0,0.99221,3.22,0.58,11.0,7
7.5,0.18,0.31,6.5,0.029,160.0,0.99276,3.03,0.38,11.0,6
5.9,0.42,0.36,2.4,0.034,77.0,0.99184,3.25,0.48,11.0,5
8.6,0.27,0.46,6.1,0.032,41.0,0.993,2.89,0.34,11.0,5
7.0,0.26,0.34,10.9,0.038,84.0,0.99432,3.11,0.34,11.0,6
6.5,0.3,0.28,11.45,0.041,109.0,0.99418,2.98,0.3,11.0,6
7.1,0.16,0.36,10.7,0.044,90.0,0.9959,3.16,0.44,11.0,7
7.9,0.18,0.36,5.9,0.058,132.0,0.995,3.25,0.52,11.0,6
6.4,0.22,0.32,7.2,0.028,83.0,0.993,3.13,0.55,11.0,8
7.5,0.18,0.31,6.5,0.029,160.0,0.99276,3.03,0.38,11.0,6
7.4,0.2,0.35,6.1,0.025,40.0,0.99244,2.79,0.52,11.0,5
6.4,0.22,0.32,7.2,0.028,83.0,0.993,3.13,0.55,11.0,8
